query_gene	BiGG_gene	score	gene	protein	reaction	model
	iAM_Pf480.PF3D7_0608800		G_PF3D7_0608800	P_PF3D7_0608800	R_ORNTA	iAM_Pf480
	iAM_Pf480.PF3D7_1324900		G_PF3D7_1324900	P_PF3D7_1324900	R_LDH_L	iAM_Pf480
	iAM_Pf480.PF3D7_1325200		G_PF3D7_1325200	P_PF3D7_1325200	R_LDH_L	iAM_Pf480
	iAM_Pf480.PF3D7_1239000		G_PF3D7_1239000	P_PF3D7_1239000	R_PDE1	iAM_Pf480
	iAM_Pf480.PF3D7_1239000		G_PF3D7_1239000	P_PF3D7_1239000	R_PDE4	iAM_Pf480
	iAM_Pf480.PF3D7_1321500		G_PF3D7_1321500	P_PF3D7_1321500	R_PDE1	iAM_Pf480
	iAM_Pf480.PF3D7_1321500		G_PF3D7_1321500	P_PF3D7_1321500	R_PDE4	iAM_Pf480
	iAM_Pf480.PF3D7_1321600		G_PF3D7_1321600	P_PF3D7_1321600	R_PDE1	iAM_Pf480
	iAM_Pf480.PF3D7_1321600		G_PF3D7_1321600	P_PF3D7_1321600	R_PDE4	iAM_Pf480
	iAM_Pf480.PF3D7_1470500		G_PF3D7_1470500	P_PF3D7_1470500	R_PDE1	iAM_Pf480
	iAM_Pf480.PF3D7_1470500		G_PF3D7_1470500	P_PF3D7_1470500	R_PDE4	iAM_Pf480
	iAM_Pf480.PF3D7_1113700		G_PF3D7_1113700	P_PF3D7_1113700	R_LGTHL	iAM_Pf480
	iAM_Pf480.PF3D7_0922200		G_PF3D7_0922200	P_PF3D7_0922200	R_METAT	iAM_Pf480
	iAM_Pf480.PF3D7_1209500		G_PF3D7_1209500	P_PF3D7_1209500	R_PDE4	iAM_Pf480
	iAM_Pf480.PF3D7_1459700		G_PF3D7_1459700	P_PF3D7_1459700	R_PDX5POi	iAM_Pf480
	iAM_Pf480.PF3D7_1459700		G_PF3D7_1459700	P_PF3D7_1459700	R_PYAM5PO	iAM_Pf480
	iAM_Pf480.PF3D7_0915400		G_PF3D7_0915400	P_PF3D7_0915400	R_PFK	iAM_Pf480
	iAM_Pf480.PF3D7_1128300		G_PF3D7_1128300	P_PF3D7_1128300	R_PFK	iAM_Pf480
	iAM_Pf480.PF3D7_0405700		G_PF3D7_0405700	P_PF3D7_0405700	R_LYSDC	iAM_Pf480
	iAM_Pf480.PF3D7_0413700		G_PF3D7_0413700	P_PF3D7_0413700	R_LYSDC	iAM_Pf480
	iAM_Pf480.PF3D7_0922500		G_PF3D7_0922500	P_PF3D7_0922500	R_PGK	iAM_Pf480
	iAM_Pf480.PF3D7_1120100		G_PF3D7_1120100	P_PF3D7_1120100	R_PGM	iAM_Pf480
	iAM_Pf480.PF3D7_1012500		G_PF3D7_1012500	P_PF3D7_1012500	R_PGMT	iAM_Pf480
	iAM_Pf480.PF3D7_1012500		G_PF3D7_1012500	P_PF3D7_1012500	R_PPM	iAM_Pf480
	iAM_Pf480.PF3D7_1304200		G_PF3D7_1304200	P_PF3D7_1304200	R_MGt5	iAM_Pf480
	iAM_Pf480.PF3D7_1427600		G_PF3D7_1427600	P_PF3D7_1427600	R_MGt5	iAM_Pf480
	iAM_Pf480.PF3D7_0705500		G_PF3D7_0705500	P_PF3D7_0705500	R_MI3PP	iAM_Pf480
	iAM_Pf480.PF3D7_0802500		G_PF3D7_0802500	P_PF3D7_0802500	R_MI3PP	iAM_Pf480
	iAM_Pf480.PF3D7_0511800		G_PF3D7_0511800	P_PF3D7_0511800	R_MI3PS	iAM_Pf480
	iAM_Pf480.PF3D7_0626100		G_PF3D7_0626100	P_PF3D7_0626100	R_AACOAR_syn	iAM_Pf480
	iAM_Pf480.PF3D7_0630700		G_PF3D7_0630700	P_PF3D7_0630700	R_MTHFC	iAM_Pf480
	iAM_Pf480.PF3D7_0630700		G_PF3D7_0630700	P_PF3D7_0630700	R_MTHFD	iAM_Pf480
	iAM_Pf480.PF3D7_0621200		G_PF3D7_0621200	P_PF3D7_0621200+PF3D7_1116200	R_PYDXS	iAM_Pf480
	iAM_Pf480.PF3D7_1116200		G_PF3D7_1116200	P_PF3D7_0621200+PF3D7_1116200	R_PYDXS	iAM_Pf480
	iAM_Pf480.PF3D7_0628000		G_PF3D7_0628000	P_PF3D7_0628000	R_PTHPS	iAM_Pf480
	iAM_Pf480.PF3D7_1017400		G_PF3D7_1017400	P_PF3D7_1017400	R_PMANM	iAM_Pf480
	iAM_Pf480.PF3D7_1420600		G_PF3D7_1420600	P_PF3D7_1420600	R_PNTK	iAM_Pf480
	iAM_Pf480.PF3D7_1437400		G_PF3D7_1437400	P_PF3D7_1437400	R_PNTK	iAM_Pf480
	iAM_Pf480.PF3D7_1104800		G_PF3D7_1104800	P_PF3D7_1104800	R_PNTOt2	iAM_Pf480
	iAM_Pf480.PF3D7_0316300		G_PF3D7_0316300	P_PF3D7_0316300	R_PPA	iAM_Pf480
	iAM_Pf480.PF3D7_1235200		G_PF3D7_1235200	P_PF3D7_1235200	R_PPA	iAM_Pf480
	iAM_Pf480.PF3D7_1456800		G_PF3D7_1456800	P_PF3D7_1456800	R_PPA	iAM_Pf480
	iAM_Pf480.PF3D7_0704700		G_PF3D7_0704700	P_PF3D7_0704700	R_PTPATi	iAM_Pf480
	iAM_Pf480.PF3D7_0513300		G_PF3D7_0513300	P_PF3D7_0513300	R_PUNP3	iAM_Pf480
	iAM_Pf480.PF3D7_0513300		G_PF3D7_0513300	P_PF3D7_0513300	R_PUNP4	iAM_Pf480
	iAM_Pf480.PF3D7_0513300		G_PF3D7_0513300	P_PF3D7_0513300	R_PUNP5	iAM_Pf480
	iAM_Pf480.PF3D7_0513300		G_PF3D7_0513300	P_PF3D7_0513300	R_PYNP2r	iAM_Pf480
	iAM_Pf480.PF3D7_0513300		G_PF3D7_0513300	P_PF3D7_0513300	R_PUNP2	iAM_Pf480
	iAM_Pf480.PF3D7_0513300		G_PF3D7_0513300	P_PF3D7_0513300	R_PUNP6	iAM_Pf480
	iAM_Pf480.PF3D7_0513300		G_PF3D7_0513300	P_PF3D7_0513300	R_PUNP7	iAM_Pf480
	iAM_Pf480.PF3D7_0616000		G_PF3D7_0616000	P_PF3D7_0616000	R_PYDAMK	iAM_Pf480
	iAM_Pf480.PF3D7_0616000		G_PF3D7_0616000	P_PF3D7_0616000	R_PYDXK	iAM_Pf480
	iAM_Pf480.PF3D7_0616000		G_PF3D7_0616000	P_PF3D7_0616000	R_PYDXNK	iAM_Pf480
	iAM_Pf480.PF3D7_0626800		G_PF3D7_0626800	P_PF3D7_0626800	R_PYK	iAM_Pf480
	iAM_Pf480.PF3D7_0913300		G_PF3D7_0913300	P_PF3D7_0913300	R_NADK	iAM_Pf480
	iAM_Pf480.PF3D7_1359100		G_PF3D7_1359100	P_PF3D7_1359100	R_RBFK	iAM_Pf480
	iAM_Pf480.PF3D7_1426700		G_PF3D7_1426700	P_PF3D7_1426700	R_PPC	iAM_Pf480
	iAM_Pf480.PF3D7_0816100		G_PF3D7_0816100	P_PF3D7_0816100	R_PPCDC	iAM_Pf480
	iAM_Pf480.PF3D7_1342800		G_PF3D7_1342800	P_PF3D7_1342800	R_PPCK	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR1	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR1b	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR2	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR2b	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR3	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR3b	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR4	iAM_Pf480
	iAM_Pf480.PF3D7_1015800		G_PF3D7_1015800	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR4b	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR1	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR1b	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR2	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR2b	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR3	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR3b	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR4	iAM_Pf480
	iAM_Pf480.PF3D7_1405600		G_PF3D7_1405600	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR4b	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR1	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR1b	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR2	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR2b	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR3	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR3b	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR4	iAM_Pf480
	iAM_Pf480.PF3D7_1437200		G_PF3D7_1437200	P_PF3D7_0306300+PF3D7_1015800+PF3D7_1405600+PF3D7_1437200	R_RNDR4b	iAM_Pf480
	iAM_Pf480.PF3D7_1457200		G_PF3D7_1457200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR1	iAM_Pf480
	iAM_Pf480.PF3D7_1457200		G_PF3D7_1457200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR2	iAM_Pf480
	iAM_Pf480.PF3D7_1457200		G_PF3D7_1457200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR3	iAM_Pf480
	iAM_Pf480.PF3D7_1457200		G_PF3D7_1457200	P_PF3D7_1015800+PF3D7_1405600+PF3D7_1437200+PF3D7_1457200	R_RNDR4	iAM_Pf480
	iAM_Pf480.PF3D7_1457200		G_PF3D7_1457200	P_PF3D7_1212000+PF3D7_1457200	R_THIORDXi	iAM_Pf480
	iAM_Pf480.PF3D7_1457200		G_PF3D7_1457200	P_PF3D7_0802200+PF3D7_1212000+PF3D7_1457200	R_THIORDXi	iAM_Pf480
	iAM_Pf480.PF3D7_1457200		G_PF3D7_1457200	P_PF3D7_0923800+PF3D7_1457200	R_TRDR	iAM_Pf480
	iAM_Pf480.PF3D7_0412300		G_PF3D7_0412300	P_PF3D7_0412300	R_PPNCL2	iAM_Pf480
	iAM_Pf480.PF3D7_1102400		G_PF3D7_1102400	P_PF3D7_1102400	R_PPNCL2	iAM_Pf480
	iAM_Pf480.PF3D7_1028100		G_PF3D7_1028100	P_PF3D7_1028100	R_PPPGO	iAM_Pf480
	iAM_Pf480.PF3D7_0926700		G_PF3D7_0926700	P_PF3D7_0926700	R_NADS2	iAM_Pf480
	iAM_Pf480.PF3D7_1219900		G_PF3D7_1219900	P_PF3D7_1219900	R_RPE	iAM_Pf480
	iAM_Pf480.PF3D7_0514600		G_PF3D7_0514600	P_PF3D7_0514600	R_RPI	iAM_Pf480
	iAM_Pf480.PF3D7_0814500		G_PF3D7_0814500	P_PF3D7_0814500	R_PROAKGOX1	iAM_Pf480
	iAM_Pf480.PF3D7_0629100		G_PF3D7_0629100	P_PF3D7_0629100	R_NAMNPP	iAM_Pf480
	iAM_Pf480.PF3D7_1325100		G_PF3D7_1325100	P_PF3D7_1325100	R_PRPPS	iAM_Pf480
	iAM_Pf480.PF3D7_1327800		G_PF3D7_1327800	P_PF3D7_1327800	R_PRPPS	iAM_Pf480
	iAM_Pf480.PF3D7_0206300		G_PF3D7_0206300	P_PF3D7_0206300	R_PSCVT	iAM_Pf480
	iAM_Pf480.PF3D7_0206300		G_PF3D7_0206300	P_PF3D7_0206300	R_SHKK	iAM_Pf480
	iAM_Pf480.PF3D7_1344000		G_PF3D7_1344000	P_PF3D7_1344000	R_THFAT	iAM_Pf480
	iAM_Pf480.PF3D7_1365500		G_PF3D7_1365500	P_PF3D7_1365500	R_THFAT	iAM_Pf480
	iAM_Pf480.PF3D7_1452200		G_PF3D7_1452200	P_PF3D7_1452200	R_THFAT	iAM_Pf480
	iAM_Pf480.PF3D7_1322000		G_PF3D7_1322000	P_PF3D7_1322000	R_NDP3	iAM_Pf480
	iAM_Pf480.PF3D7_1349100		G_PF3D7_1349100	P_PF3D7_1349100	R_NDP3	iAM_Pf480
	iAM_Pf480.PF3D7_0802200		G_PF3D7_0802200	P_PF3D7_0802200+PF3D7_1212000+PF3D7_1457200	R_THIORDXi	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK1	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK2	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK3	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK4	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK5	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK7	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK8	iAM_Pf480
	iAM_Pf480.PF3D7_0605600		G_PF3D7_0605600	P_PF3D7_0605600	R_NDPK6	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK1	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK2	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK3	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK4	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK5	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK7	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK8	iAM_Pf480
	iAM_Pf480.PF3D7_1366500		G_PF3D7_1366500	P_PF3D7_1366500	R_NDPK6	iAM_Pf480
	iAM_Pf480.PF3D7_1129000		G_PF3D7_1129000	P_PF3D7_1129000	R_SPMS	iAM_Pf480
	iAM_Pf480.PF3D7_0814900		G_PF3D7_0814900	P_PF3D7_0814900	R_SPODM	iAM_Pf480
	iAM_Pf480.PF3D7_0610800		G_PF3D7_0610800	P_PF3D7_0610800	R_TKT1	iAM_Pf480
	iAM_Pf480.PF3D7_0610800		G_PF3D7_0610800	P_PF3D7_0610800	R_TKT2	iAM_Pf480
	iAM_Pf480.PF3D7_0924300		G_PF3D7_0924300	P_PF3D7_0924300	R_TMDPK	iAM_Pf480
	iAM_Pf480.PF3D7_0318800		G_PF3D7_0318800	P_PF3D7_0318800	R_TPI	iAM_Pf480
	iAM_Pf480.PF3D7_1439900		G_PF3D7_1439900	P_PF3D7_1439900	R_TPI	iAM_Pf480
	iAM_Pf480.PF3D7_0109500		G_PF3D7_0109500	P_PF3D7_0109500	R_ACGS	iAM_Pf480
	iAM_Pf480.PF3D7_0320500		G_PF3D7_0320500	P_PF3D7_0320500	R_NNAM	iAM_Pf480
	iAM_Pf480.PF3D7_1327600		G_PF3D7_1327600	P_PF3D7_1327600	R_NNATr	iAM_Pf480
	iAM_Pf480.PF3D7_1206100		G_PF3D7_1206100	P_PF3D7_1206100	R_NTD11	iAM_Pf480
	iAM_Pf480.PF3D7_1206100		G_PF3D7_1206100	P_PF3D7_1206100	R_NTD9	iAM_Pf480
	iAM_Pf480.PF3D7_1340900		G_PF3D7_1340900	P_PF3D7_1340900	R_PIt2r	iAM_Pf480
	iAM_Pf480.PF3D7_0918000		G_PF3D7_0918000	P_PF3D7_0918000	R_THMDP	iAM_Pf480
	iAM_Pf480.PF3D7_0112200		G_PF3D7_0112200	P_PF3D7_0112200	R_GTHOXti	iAM_Pf480
	iAM_Pf480.PF3D7_0112200		G_PF3D7_0112200	P_PF3D7_0112200	R_GTHRDt2	iAM_Pf480
	iAM_Pf480.PF3D7_1229100		G_PF3D7_1229100	P_PF3D7_1229100	R_GTHOXti	iAM_Pf480
	iAM_Pf480.PF3D7_1229100		G_PF3D7_1229100	P_PF3D7_1229100	R_GTHRDt2	iAM_Pf480
	iAM_Pf480.PF3D7_1364600		G_PF3D7_1364600	P_PF3D7_1364600	R_LALDO2x	iAM_Pf480
	iAM_Pf480.PF3D7_1409100		G_PF3D7_1409100	P_PF3D7_1409100	R_LALDO2x	iAM_Pf480
	iAM_Pf480.PF3D7_1417500		G_PF3D7_1417500	P_PF3D7_1417500	R_YUMPS	iAM_Pf480
	iAM_Pf480.PF3D7_1230200		G_PF3D7_1230200	P_PF3D7_1230200	R_PPK	iAM_Pf480
	iAM_Pf480.PF3D7_1230200		G_PF3D7_1230200	P_PF3D7_1230200	R_PPK2	iAM_Pf480
	iAM_Pf480.PF3D7_0716600		G_PF3D7_0716600	P_PF3D7_0716600+PF3D7_1333200	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_0716600		G_PF3D7_0716600	P_PF3D7_0716600+PF3D7_1365400	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_1333200		G_PF3D7_1333200	P_PF3D7_0716600+PF3D7_1333200	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_1333200		G_PF3D7_1333200	P_PF3D7_0727200+PF3D7_1333200	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_1365400		G_PF3D7_1365400	P_PF3D7_0716600+PF3D7_1365400	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_1365400		G_PF3D7_1365400	P_PF3D7_0727200+PF3D7_1365400	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_0727200		G_PF3D7_0727200	P_PF3D7_0727200+PF3D7_1333200	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_0727200		G_PF3D7_0727200	P_PF3D7_0727200+PF3D7_1365400	R_THZPSN	iAM_Pf480
	iAM_Pf480.PF3D7_0614000		G_PF3D7_0614000	P_PF3D7_0614000	R_TMPPP	iAM_Pf480
	iAM_Pf480.PF3D7_0904900		G_PF3D7_0904900	P_PF3D7_0904900	R_Cut1	iAM_Pf480
	iAM_Pv461.PVX_001945		G_PVX_001945	P_PVX_001945	R_DRPA	iAM_Pv461
	iAM_Pv461.PVX_101455		G_PVX_101455	P_PVX_101455	R_DTMPK	iAM_Pv461
	iAM_Pv461.PVX_101455		G_PVX_101455	P_PVX_101455	R_GK1	iAM_Pv461
	iAM_Pv461.PVX_101455		G_PVX_101455	P_PVX_101455	R_TMPK	iAM_Pv461
	iAM_Pv461.PVX_101455		G_PVX_101455	P_PVX_101455	R_URIDK2r	iAM_Pv461
	iAM_Pv461.PVX_101455		G_PVX_101455	P_PVX_101455	R_DGK1	iAM_Pv461
	iAM_Pv461.PVX_091970		G_PVX_091970	P_PVX_091970	R_DUTPDP	iAM_Pv461
	iAM_Pv461.PVX_001730		G_PVX_001730	P_PVX_001730	R_ECOAH12	iAM_Pv461
	iAM_Pv461.PVX_001730		G_PVX_001730	P_PVX_001730	R_ECOAH9ir	iAM_Pv461
	iAM_Pv461.PVX_085265		G_PVX_085265	P_PVX_085265	R_ECOAH12	iAM_Pv461
	iAM_Pv461.PVX_085265		G_PVX_085265	P_PVX_085265	R_ECOAH9ir	iAM_Pv461
	iAM_Pv461.PVX_003655		G_PVX_003655	P_PVX_003655	R_EHGLAT	iAM_Pv461
	iAM_Pv461.PVX_003655		G_PVX_003655	P_PVX_003655	R_TRPTA	iAM_Pv461
	iAM_Pv461.PVX_003655		G_PVX_003655	P_PVX_003655	R_TYRTA	iAM_Pv461
	iAM_Pv461.PVX_003655		G_PVX_003655	P_PVX_003655	R_UNK3	iAM_Pv461
	iAM_Pv461.PVX_003655		G_PVX_003655	P_PVX_003655	R_ASPTA	iAM_Pv461
	iAM_Pv461.PVX_003655		G_PVX_003655	P_PVX_003655	R_PHETA1	iAM_Pv461
	iAM_Pv461.PVX_003655		G_PVX_003655	P_PVX_003655	R_3SALATAi	iAM_Pv461
	iAM_Pv461.PVX_095015		G_PVX_095015	P_PVX_095015	R_ENO	iAM_Pv461
	iAM_Pv461.PVX_089635		G_PVX_089635	P_PVX_089635	R_F6PP	iAM_Pv461
	iAM_Pv461.PVX_089635		G_PVX_089635	P_PVX_089635	R_FBP	iAM_Pv461
	iAM_Pv461.PVX_089635		G_PVX_089635	P_PVX_089635	R_PGM	iAM_Pv461
	iAM_Pv461.PVX_089635		G_PVX_089635	P_PVX_089635	R_PYDXPP	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_F6PP	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_G6PP	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_THMP	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_HYPOE	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_NTD7	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_NTP1	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_NTP5	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_PDXPP	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_PYDXPP	iAM_Pv461
	iAM_Pv461.PVX_122960		G_PVX_122960	P_PVX_122960	R_TDP	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL140	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL160	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL180	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL181	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL1821	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL80	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_HMR_0188	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL141	iAM_Pv461
	iAM_Pv461.PVX_002785		G_PVX_002785	P_PVX_002785	R_FACOAL161	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL140	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL160	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL180	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL181	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL1821	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL80	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_HMR_0188	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL141	iAM_Pv461
	iAM_Pv461.PVX_079990		G_PVX_079990	P_PVX_079990	R_FACOAL161	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL140	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL160	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL180	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL181	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL1821	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL80	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_HMR_0188	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL141	iAM_Pv461
	iAM_Pv461.PVX_100890		G_PVX_100890	P_PVX_100890	R_FACOAL161	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL140	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL160	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL180	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL181	iAM_Pv461
	iAM_Pv461.PVX_113465		G_PVX_113465	P_PVX_113465	R_FACOAL1821	iAM_Pv461
