protein	reaction	model	GPR	score
P_SSON_1500	R_SPODM	iSSON_1240	WP_014948764.1	404.0
P_SSON_1502	R_GRXR	iSSON_1240		0.0
P_SSON_1502+SSON_2820+SSON_2821	R_RNDR1b	iSSON_1240		0.0
P_SSON_1502+SSON_2820+SSON_2821	R_RNDR2b	iSSON_1240		0.0
P_SSON_1502+SSON_2820+SSON_2821	R_RNDR3b	iSSON_1240		0.0
P_SSON_1502+SSON_2820+SSON_2821	R_RNDR4b	iSSON_1240		0.0
P_SSON_1502+SSON_2915	R_PAPSR2	iSSON_1240		0.0
P_SSON_1505	R_LGTHL	iSSON_1240		0.0
P_SSON_1510	R_SPODMpp	iSSON_1240		0.0
P_SSON_1516	R_ANHMK	iSSON_1240		0.0
P_SSON_1518	R_PDX5POi	iSSON_1240		0.0
P_SSON_1518	R_PYAM5PO	iSSON_1240		0.0
P_SSON_1520	R_PYDXK	iSSON_1240		0.0
P_SSON_1524	R_LALADGLUtpp	iSSON_1240		0.0
P_SSON_1524	R_LALALGLUtpp	iSSON_1240		0.0
P_SSON_1535	R_ADA	iSSON_1240		0.0
P_SSON_1535	R_DADA	iSSON_1240		0.0
P_SSON_1536	R_CYSTL	iSSON_1240		0.0
P_SSON_1537+SSON_2504+SSON_2505+SSON_2506	R_GLCptspp	iSSON_1240	WP_061485436.1	69.25
P_SSON_1537+SSON_2504+SSON_2505+SSON_2506	R_MALTptspp	iSSON_1240	WP_061485436.1	69.25
P_SSON_1547	R_MAN6PI	iSSON_1240		0.0
P_SSON_1548	R_DTARTD	iSSON_1240		0.0
P_SSON_1548	R_FUM	iSSON_1240		0.0
P_SSON_1549	R_FUM	iSSON_1240		0.0
P_SSON_1554	R_DHFR	iSSON_1240		0.0
P_SSON_1554	R_DHMPTR	iSSON_1240		0.0
P_SSON_1555	R_ARGORNt7pp	iSSON_1240		0.0
P_SSON_1557+SSON_1558	R_NADTRHD	iSSON_1240		0.0
P_SSON_1557+SSON_1558	R_THD2pp	iSSON_1240		0.0
P_SSON_1560+SSON_1561	R_SPMDt3pp	iSSON_1240		0.0
P_SSON_1572	R_CLt3_2pp	iSSON_1240		0.0
P_SSON_1589	R_ATHRDHr	iSSON_1240		0.0
P_SSON_1589	R_DSERDHr	iSSON_1240		0.0
P_SSON_1589	R_LSERDHr	iSSON_1240		0.0
P_SSON_1600	R_ARBt3ipp	iSSON_1240		0.0
P_SSON_1600	R_DARBt3ipp	iSSON_1240		0.0
P_SSON_1600	R_LCTSt3ipp	iSSON_1240		0.0
P_SSON_1600	R_MELIBt3ipp	iSSON_1240		0.0
P_SSON_1603	R_SSALx	iSSON_1240		0.0
P_SSON_1603	R_SSALy	iSSON_1240		0.0
P_SSON_1604	R_GLUN	iSSON_1240		0.0
P_SSON_1607	R_TAGURr	iSSON_1240		0.0
P_SSON_1631	R_GLUDC	iSSON_1240		0.0
P_SSON_1632	R_GLUABUTt7pp	iSSON_1240		0.0
P_SSON_1635	R_PDE1	iSSON_1240		0.0
P_SSON_1635	R_PDE4	iSSON_1240		0.0
P_SSON_1636	R_ALAALAD	iSSON_1240		0.0
P_SSON_1637+SSON_1638+SSON_1639+SSON_1640+SSON_1641	R_ALAALAabcpp	iSSON_1240		0.0
P_SSON_1645	R_ME1	iSSON_1240		0.0
P_SSON_1648+SSON_1649+SSON_1650	R_FDH4pp	iSSON_1240		0.0
P_SSON_1648+SSON_1649+SSON_1650	R_FDH5pp	iSSON_1240		0.0
P_SSON_1650+SSON_4061+SSON_4062	R_FDH4pp	iSSON_1240		0.0
P_SSON_1650+SSON_4061+SSON_4062	R_FDH5pp	iSSON_1240		0.0
P_SSON_1651	R_PHEt2rpp	iSSON_1240		0.0
P_SSON_1651	R_TRPt2rpp	iSSON_1240		0.0
P_SSON_1651	R_TYRt2rpp	iSSON_1240		0.0
P_SSON_1656	R_NO3t7pp	iSSON_1240		0.0
P_SSON_1657+SSON_1658+SSON_1659+SSON_1660	R_NO3R1pp	iSSON_1240		0.0
P_SSON_1657+SSON_1658+SSON_1659+SSON_1660	R_NO3R2pp	iSSON_1240		0.0
P_SSON_1680	R_ASNt2rpp	iSSON_1240		0.0
P_SSON_1693	R_ABUTD	iSSON_1240		0.0
P_SSON_1694+SSON_1696+SSON_1697+ydcU	R_PTRCabcpp	iSSON_1240		0.0
P_SSON_1694+SSON_1696+SSON_1697+ydcU	R_SPMDabcpp	iSSON_1240		0.0
P_SSON_1744	R_LDH_D	iSSON_1240		0.0
P_SSON_1747+SSON_3048	R_PFOR	iSSON_1240		0.0
P_SSON_1748	R_12PPDRtex	iSSON_1240		0.0
P_SSON_1748	R_12PPDStex	iSSON_1240		0.0
P_SSON_1748	R_23CAMPtex	iSSON_1240		0.0
P_SSON_1748	R_23CCMPtex	iSSON_1240		0.0
P_SSON_1748	R_23CGMPtex	iSSON_1240		0.0
P_SSON_1748	R_23CUMPtex	iSSON_1240		0.0
P_SSON_1748	R_23DAPPAtex	iSSON_1240		0.0
P_SSON_1748	R_26DAHtex	iSSON_1240		0.0
P_SSON_1748	R_2PGtex	iSSON_1240		0.0
P_SSON_1748	R_34dhpactex	iSSON_1240		0.0
P_SSON_1748	R_3AMPtex	iSSON_1240		0.0
P_SSON_1748	R_3CMPtex	iSSON_1240		0.0
P_SSON_1748	R_3GMPtex	iSSON_1240		0.0
P_SSON_1748	R_3PEPTtex	iSSON_1240		0.0
P_SSON_1748	R_3PGtex	iSSON_1240		0.0
P_SSON_1748	R_3UMPtex	iSSON_1240		0.0
P_SSON_1748	R_3hoxpactex	iSSON_1240		0.0
P_SSON_1748	R_4HOXPACDtex	iSSON_1240		0.0
P_SSON_1748	R_4HTHRtex	iSSON_1240		0.0
P_SSON_1748	R_4PEPTtex	iSSON_1240		0.0
P_SSON_1748	R_5DGLCNtex	iSSON_1240		0.0
P_SSON_1748	R_5MTRtex	iSSON_1240		0.0
P_SSON_1748	R_6APAt1	iSSON_1240		0.0
P_SSON_1748	R_ABUTtex	iSSON_1240		0.0
P_SSON_1748	R_ACACtex	iSSON_1240		0.0
P_SSON_1748	R_ACALDtex	iSSON_1240		0.0
P_SSON_1748	R_ACGAL1Ptex	iSSON_1240		0.0
P_SSON_1748	R_ACGALtex	iSSON_1240		0.0
P_SSON_1748	R_ACGAM1Ptex	iSSON_1240		0.0
P_SSON_1748	R_ACGAtex	iSSON_1240		0.0
P_SSON_1748	R_ACMANAtex	iSSON_1240		0.0
P_SSON_1748	R_ACMUMtex	iSSON_1240		0.0
P_SSON_1748	R_ACONCtex	iSSON_1240		0.0
P_SSON_1748	R_ACSERtex	iSSON_1240		0.0
P_SSON_1748	R_ACtex	iSSON_1240		0.0
P_SSON_1748	R_ADEtex	iSSON_1240		0.0
P_SSON_1748	R_AEPtex	iSSON_1240		0.0
P_SSON_1748	R_AGMtex	iSSON_1240		0.0
P_SSON_1748	R_AIRStex	iSSON_1240		0.0
P_SSON_1748	R_AKGtex	iSSON_1240		0.0
P_SSON_1748	R_ALAALAtex	iSSON_1240		0.0
P_SSON_1748	R_ALAtex	iSSON_1240		0.0
P_SSON_1748	R_ALLTNtex	iSSON_1240		0.0
P_SSON_1748	R_ALLtex	iSSON_1240		0.0
P_SSON_1748	R_AMPtex	iSSON_1240		0.0
P_SSON_1748	R_ANHGMtex	iSSON_1240		0.0
P_SSON_1748	R_ARBTtex	iSSON_1240		0.0
P_SSON_1748	R_ARBtex	iSSON_1240		0.0
P_SSON_1748	R_ARGtex	iSSON_1240		0.0
P_SSON_1748	R_ASCBtex	iSSON_1240		0.0
P_SSON_1748	R_ASNtex	iSSON_1240		0.0
P_SSON_1748	R_ASO3tex	iSSON_1240		0.0
P_SSON_1748	R_ASPtex	iSSON_1240		0.0
P_SSON_1748	R_BALAtex	iSSON_1240		0.0
P_SSON_1748	R_BTNtex	iSSON_1240		0.0
P_SSON_1748	R_BUTSO3tex	iSSON_1240		0.0
P_SSON_1748	R_BUTtex	iSSON_1240		0.0
P_SSON_1748	R_CA2tex	iSSON_1240		0.0
P_SSON_1748	R_CD2tex	iSSON_1240		0.0
P_SSON_1748	R_CGLYtex	iSSON_1240		0.0
P_SSON_1748	R_CHLtex	iSSON_1240		0.0
P_SSON_1748	R_CHTBStex	iSSON_1240		0.0
P_SSON_1748	R_CITtex	iSSON_1240		0.0
P_SSON_1748	R_CLBtex	iSSON_1240		0.0
P_SSON_1748	R_CLtex	iSSON_1240		0.0
P_SSON_1748	R_CMPtex	iSSON_1240		0.0
P_SSON_1748	R_CMtex	iSSON_1240		0.0
P_SSON_1748	R_CO2tex	iSSON_1240		0.0
P_SSON_1748	R_COBALT2tex	iSSON_1240		0.0
P_SSON_1748	R_CRNtex	iSSON_1240		0.0
P_SSON_1748	R_CSNtex	iSSON_1240		0.0
P_SSON_1748	R_CU2tex	iSSON_1240		0.0
P_SSON_1748	R_CUtex	iSSON_1240		0.0
P_SSON_1748	R_CYANtex	iSSON_1240		0.0
P_SSON_1748	R_CYNTtex	iSSON_1240		0.0
P_SSON_1748	R_CYSDtex	iSSON_1240		0.0
P_SSON_1748	R_CYStex	iSSON_1240		0.0
P_SSON_1748	R_CYTDtex	iSSON_1240		0.0
P_SSON_1748	R_DALAtex	iSSON_1240		0.0
P_SSON_1748	R_DAMPtex	iSSON_1240		0.0
P_SSON_1748	R_DAPtex	iSSON_1240		0.0
P_SSON_1748	R_DARBtex	iSSON_1240		0.0
P_SSON_1748	R_DCAtex	iSSON_1240		0.0
P_SSON_1748	R_DCMPtex	iSSON_1240		0.0
P_SSON_1748	R_DDGLCNtex	iSSON_1240		0.0
P_SSON_1748	R_DGMPtex	iSSON_1240		0.0
P_SSON_1748	R_DGSNtex	iSSON_1240		0.0
P_SSON_1748	R_DHAtex	iSSON_1240		0.0
P_SSON_1748	R_DIMPtex	iSSON_1240		0.0
P_SSON_1748	R_DINStex	iSSON_1240		0.0
P_SSON_1748	R_DMSOtex	iSSON_1240		0.0
P_SSON_1748	R_DMStex	iSSON_1240		0.0
P_SSON_1748	R_DOPAtex	iSSON_1240		0.0
P_SSON_1748	R_DOXRBCNtex	iSSON_1240		0.0
P_SSON_1748	R_DRIBtex	iSSON_1240		0.0
P_SSON_1748	R_DSERtex	iSSON_1240		0.0
P_SSON_1748	R_DTMPtex	iSSON_1240		0.0
P_SSON_1748	R_DUMPtex	iSSON_1240		0.0
P_SSON_1748	R_DXYLUDtex	iSSON_1240		0.0
P_SSON_1748	R_D_LACtex	iSSON_1240		0.0
P_SSON_1748	R_ETHAtex	iSSON_1240		0.0
P_SSON_1748	R_ETHSO3tex	iSSON_1240		0.0
P_SSON_1748	R_ETOHtex	iSSON_1240		0.0
P_SSON_1748	R_F6Ptex	iSSON_1240		0.0
P_SSON_1748	R_FALDtex	iSSON_1240		0.0
P_SSON_1748	R_FE2tex	iSSON_1240		0.0
P_SSON_1748	R_FE3tex	iSSON_1240		0.0
P_SSON_1748	R_FOAMtex	iSSON_1240		0.0
P_SSON_1748	R_FORtex	iSSON_1240		0.0
P_SSON_1748	R_FRULYStex	iSSON_1240		0.0
P_SSON_1748	R_FRUURtex	iSSON_1240		0.0
P_SSON_1748	R_FRUtex	iSSON_1240		0.0
P_SSON_1748	R_FUCtex	iSSON_1240		0.0
P_SSON_1748	R_FUMtex	iSSON_1240		0.0
P_SSON_1748	R_FUSAtex	iSSON_1240		0.0
P_SSON_1748	R_G1Ptex	iSSON_1240		0.0
P_SSON_1748	R_G3PCtex	iSSON_1240		0.0
P_SSON_1748	R_G3PEtex	iSSON_1240		0.0
P_SSON_1748	R_G3PGtex	iSSON_1240		0.0
P_SSON_1748	R_G3PItex	iSSON_1240		0.0
P_SSON_1748	R_G3PStex	iSSON_1240		0.0
P_SSON_1748	R_G6Ptex	iSSON_1240		0.0
P_SSON_1748	R_GAL1Ptex	iSSON_1240		0.0
P_SSON_1748	R_GALAMtex	iSSON_1240		0.0
P_SSON_1748	R_GALBDtex	iSSON_1240		0.0
P_SSON_1748	R_GALCTNLtex	iSSON_1240		0.0
P_SSON_1748	R_GALCTNtex	iSSON_1240		0.0
P_SSON_1748	R_GALCTtex	iSSON_1240		0.0
P_SSON_1748	R_GALTtex	iSSON_1240		0.0
P_SSON_1748	R_GALURtex	iSSON_1240		0.0
P_SSON_1748	R_GALtex	iSSON_1240		0.0
P_SSON_1748	R_GAMAN6Ptex	iSSON_1240		0.0
P_SSON_1748	R_GAMtex	iSSON_1240		0.0
P_SSON_1748	R_GBBTNtex	iSSON_1240		0.0
P_SSON_1748	R_GDPtex	iSSON_1240		0.0
P_SSON_1748	R_GLCNtex	iSSON_1240		0.0
P_SSON_1748	R_GLCRtex	iSSON_1240		0.0
P_SSON_1748	R_GLCUR1Ptex	iSSON_1240		0.0
P_SSON_1748	R_GLCURtex	iSSON_1240		0.0
P_SSON_1748	R_GLNtex	iSSON_1240		0.0
P_SSON_1748	R_GLUtex	iSSON_1240		0.0
P_SSON_1748	R_GLYALDtex	iSSON_1240		0.0
P_SSON_1748	R_GLYBtex	iSSON_1240		0.0
P_SSON_1748	R_GLYC2Ptex	iSSON_1240		0.0
P_SSON_1748	R_GLYC3Ptex	iSSON_1240		0.0
P_SSON_1748	R_GLYCAtex	iSSON_1240		0.0
P_SSON_1748	R_GLYCLTtex	iSSON_1240		0.0
P_SSON_1748	R_GLYCtex	iSSON_1240		0.0
P_SSON_1748	R_GLYtex	iSSON_1240		0.0
P_SSON_1748	R_GMPtex	iSSON_1240		0.0
P_SSON_1748	R_GSNtex	iSSON_1240		0.0
P_SSON_1748	R_GTHRDtex	iSSON_1240		0.0
P_SSON_1748	R_GTPtex	iSSON_1240		0.0
P_SSON_1748	R_GULNLtex	iSSON_1240		0.0
P_SSON_1748	R_H2O2tex	iSSON_1240		0.0
P_SSON_1748	R_H2Otex	iSSON_1240		0.0
P_SSON_1748	R_H2Stex	iSSON_1240		0.0
P_SSON_1748	R_H2tex	iSSON_1240		0.0
P_SSON_1748	R_HCINNMtex	iSSON_1240		0.0
P_SSON_1748	R_HG2tex	iSSON_1240		0.0
P_SSON_1748	R_HIStex	iSSON_1240		0.0
P_SSON_1748	R_HOMtex	iSSON_1240		0.0
P_SSON_1748	R_HPAtex	iSSON_1240		0.0
P_SSON_1748	R_HPPPNtex	iSSON_1240		0.0
P_SSON_1748	R_HXAtex	iSSON_1240		0.0
P_SSON_1748	R_HYXNtex	iSSON_1240		0.0
P_SSON_1748	R_Htex	iSSON_1240		0.0
P_SSON_1748	R_ICITtex	iSSON_1240		0.0
P_SSON_1748	R_IDONtex	iSSON_1240		0.0
P_SSON_1748	R_ILEtex	iSSON_1240		0.0
P_SSON_1748	R_IMPtex	iSSON_1240		0.0
P_SSON_1748	R_INDOLEtex	iSSON_1240		0.0
P_SSON_1748	R_INSTtex	iSSON_1240		0.0
P_SSON_1748	R_ISETACtex	iSSON_1240		0.0
P_SSON_1748	R_Ktex	iSSON_1240		0.0
P_SSON_1748	R_LALADGLUtex	iSSON_1240		0.0
P_SSON_1748	R_LALALGLUtex	iSSON_1240		0.0
P_SSON_1748	R_LCTStex	iSSON_1240		0.0
P_SSON_1748	R_LEUtex	iSSON_1240		0.0
P_SSON_1748	R_LIPOtex	iSSON_1240		0.0
P_SSON_1748	R_LYStex	iSSON_1240		0.0
P_SSON_1748	R_LYXtex	iSSON_1240		0.0
P_SSON_1748	R_L_LACtex	iSSON_1240		0.0
P_SSON_1748	R_MALDtex	iSSON_1240		0.0
P_SSON_1748	R_MALtex	iSSON_1240		0.0
P_SSON_1748	R_MAN6Ptex	iSSON_1240		0.0
P_SSON_1748	R_MANGLYCtex	iSSON_1240		0.0
P_SSON_1748	R_MANtex	iSSON_1240		0.0
P_SSON_1748	R_MELIBtex	iSSON_1240		0.0
P_SSON_1748	R_MEOHtex	iSSON_1240		0.0
P_SSON_1748	R_METDtex	iSSON_1240		0.0
P_SSON_1748	R_METSOX1tex	iSSON_1240		0.0
P_SSON_1748	R_METSOX2tex	iSSON_1240		0.0
P_SSON_1748	R_METtex	iSSON_1240		0.0
P_SSON_1748	R_MG2tex	iSSON_1240		0.0
P_SSON_1748	R_MMETtex	iSSON_1240		0.0
P_SSON_1748	R_MNLtex	iSSON_1240		0.0
P_SSON_1748	R_MNtex	iSSON_1240		0.0
P_SSON_1748	R_MOBDtex	iSSON_1240		0.0
P_SSON_1748	R_MSO3tex	iSSON_1240		0.0
P_SSON_1748	R_N2Otex	iSSON_1240		0.0
P_SSON_1748	R_NACtex	iSSON_1240		0.0
P_SSON_1748	R_NAtex	iSSON_1240		0.0
P_SSON_1748	R_NH4tex	iSSON_1240		0.0
P_SSON_1748	R_NI2tex	iSSON_1240		0.0
P_SSON_1748	R_NMNtex	iSSON_1240		0.0
P_SSON_1748	R_NO2tex	iSSON_1240		0.0
P_SSON_1748	R_NO3tex	iSSON_1240		0.0
P_SSON_1748	R_NOtex	iSSON_1240		0.0
P_SSON_1748	R_O2Stex	iSSON_1240		0.0
P_SSON_1748	R_O2tex	iSSON_1240		0.0
P_SSON_1748	R_OAAtex	iSSON_1240		0.0
P_SSON_1748	R_OCTAtex	iSSON_1240		0.0
P_SSON_1748	R_ORNtex	iSSON_1240		0.0
P_SSON_1748	R_OROTtex	iSSON_1240		0.0
P_SSON_1748	R_PACALDtex	iSSON_1240		0.0
P_SSON_1748	R_PACt1	iSSON_1240		0.0
P_SSON_1748	R_PEAMNtex	iSSON_1240		0.0
P_SSON_1748	R_PENGt1	iSSON_1240		0.0
P_SSON_1748	R_PHEtex	iSSON_1240		0.0
P_SSON_1748	R_PItex	iSSON_1240		0.0
P_SSON_1748	R_PNTOtex	iSSON_1240		0.0
P_SSON_1748	R_PPALtex	iSSON_1240		0.0
P_SSON_1748	R_PPAtex	iSSON_1240		0.0
P_SSON_1748	R_PPPNtex	iSSON_1240		0.0
P_SSON_1748	R_PPTtex	iSSON_1240		0.0
P_SSON_1748	R_PROGLYtex	iSSON_1240		0.0
P_SSON_1748	R_PROtex	iSSON_1240		0.0
P_SSON_1748	R_PSCLYStex	iSSON_1240		0.0
P_SSON_1748	R_PSERtex	iSSON_1240		0.0
P_SSON_1748	R_PTRCtex	iSSON_1240		0.0
P_SSON_1748	R_PYDAMtex	iSSON_1240		0.0
P_SSON_1748	R_PYDXNtex	iSSON_1240		0.0
P_SSON_1748	R_PYDXtex	iSSON_1240		0.0
P_SSON_1748	R_PYRtex	iSSON_1240		0.0
P_SSON_1748	R_QUIN2tex	iSSON_1240		0.0
P_SSON_1748	R_R5Ptex	iSSON_1240		0.0
P_SSON_1748	R_RAFFtex	iSSON_1240		0.0
P_SSON_1748	R_RIBtex	iSSON_1240		0.0
P_SSON_1748	R_RMNtex	iSSON_1240		0.0
P_SSON_1748	R_SALCHSXtex	iSSON_1240		0.0
P_SSON_1748	R_SBTtex	iSSON_1240		0.0
P_SSON_1748	R_SELtex	iSSON_1240		0.0
P_SSON_1748	R_SERtex	iSSON_1240		0.0
P_SSON_1748	R_SKMtex	iSSON_1240		0.0
P_SSON_1748	R_SLNTtex	iSSON_1240		0.0
P_SSON_1748	R_SO3tex	iSSON_1240		0.0
P_SSON_1748	R_SO4tex	iSSON_1240		0.0
P_SSON_1748	R_SPMDtex	iSSON_1240		0.0
P_SSON_1748	R_SUCCtex	iSSON_1240		0.0
P_SSON_1748	R_SUCRtex	iSSON_1240		0.0
P_SSON_1748	R_SULFACtex	iSSON_1240		0.0
P_SSON_1748	R_TAGtex	iSSON_1240		0.0
P_SSON_1748	R_TARTRDtex	iSSON_1240		0.0
P_SSON_1748	R_TARTRtex	iSSON_1240		0.0
P_SSON_1748	R_TAURtex	iSSON_1240		0.0
P_SSON_1748	R_TCYNTtex	iSSON_1240		0.0
P_SSON_1748	R_TETtex	iSSON_1240		0.0
P_SSON_1748	R_THMDtex	iSSON_1240		0.0
P_SSON_1748	R_THMtex	iSSON_1240		0.0
P_SSON_1748	R_THRPtex	iSSON_1240		0.0
P_SSON_1748	R_THRtex	iSSON_1240		0.0
P_SSON_1748	R_THYMtex	iSSON_1240		0.0
P_SSON_1748	R_TMAOtex	iSSON_1240		0.0
P_SSON_1748	R_TMAtex	iSSON_1240		0.0
P_SSON_1748	R_TREtex	iSSON_1240		0.0
P_SSON_1748	R_TRPtex	iSSON_1240		0.0
P_SSON_1748	R_TSULtex	iSSON_1240		0.0
P_SSON_1748	R_TTRCYCtex	iSSON_1240		0.0
P_SSON_1748	R_TYMtex	iSSON_1240		0.0
P_SSON_1748	R_TYRPtex	iSSON_1240		0.0
P_SSON_1748	R_TYRtex	iSSON_1240		0.0
P_SSON_1748	R_UACGAMtex	iSSON_1240		0.0
P_SSON_1748	R_UDPACGALtex	iSSON_1240		0.0
P_SSON_1748	R_UDPGALtex	iSSON_1240		0.0
P_SSON_1748	R_UDPGLCURtex	iSSON_1240		0.0
P_SSON_1748	R_UDPGtex	iSSON_1240		0.0
P_SSON_1748	R_UMPtex	iSSON_1240		0.0
P_SSON_1748	R_URAtex	iSSON_1240		0.0
P_SSON_1748	R_UREAtex	iSSON_1240		0.0
P_SSON_1748	R_VALtex	iSSON_1240		0.0
P_SSON_1748	R_XANtex	iSSON_1240		0.0
P_SSON_1748	R_XMPtex	iSSON_1240		0.0
P_SSON_1748	R_XTSNtex	iSSON_1240		0.0
P_SSON_1748	R_XYLUtex	iSSON_1240		0.0
P_SSON_1748	R_XYLtex	iSSON_1240		0.0
P_SSON_1748	R_Zn2tex	iSSON_1240		0.0
P_SSON_1750+SSON_1751+SSON_1752+SSON_1753	R_MNabc_1	iSSON_1240		0.0
P_SSON_1804+SSON_1933+SSON_1934+SSON_1935+SSON_1936	R_3PEPTabcpp	iSSON_1240		0.0
P_SSON_1812	R_LADGMDH	iSSON_1240		0.0
P_SSON_1813	R_ALAGLUE	iSSON_1240		0.0
P_SSON_1832	R_CYANSTpp	iSSON_1240		0.0
P_SSON_1839	R_GGPTRCO	iSSON_1240		0.0
P_SSON_1842	R_GGGABAH	iSSON_1240		0.0
P_SSON_1843	R_GGPTRCS	iSSON_1240		0.0
P_SSON_1843	R_GLNS	iSSON_1240		0.0
P_SSON_1844	R_PTRCt2pp	iSSON_1240		0.0
P_SSON_1849+SSON_3430+SSON_4022	R_Kt2pp	iSSON_1240		0.0
P_SSON_1852	R_EAR80x	iSSON_1240		0.0
P_SSON_1852	R_EAR80y	iSSON_1240		0.0
P_SSON_1859	R_OMPDC	iSSON_1240		0.0
P_SSON_1862	R_PAPA120	iSSON_1240		0.0
P_SSON_1862	R_PAPA120pp	iSSON_1240		0.0
P_SSON_1862	R_PAPA140	iSSON_1240		0.0
P_SSON_1862	R_PAPA140pp	iSSON_1240		0.0
P_SSON_1862	R_PAPA141	iSSON_1240		0.0
P_SSON_1862	R_PAPA141pp	iSSON_1240		0.0
P_SSON_1862	R_PAPA160	iSSON_1240		0.0
P_SSON_1862	R_PAPA160pp	iSSON_1240		0.0
P_SSON_1862	R_PAPA161	iSSON_1240		0.0
P_SSON_1862	R_PAPA161pp	iSSON_1240		0.0
P_SSON_1862	R_PAPA180	iSSON_1240		0.0
P_SSON_1862	R_PAPA180pp	iSSON_1240		0.0
P_SSON_1862	R_PAPA181	iSSON_1240		0.0
P_SSON_1862	R_PAPA181pp	iSSON_1240		0.0
P_SSON_1862	R_PGPP120	iSSON_1240		0.0
P_SSON_1862	R_PGPP120pp	iSSON_1240		0.0
P_SSON_1862	R_PGPP140	iSSON_1240		0.0
P_SSON_1862	R_PGPP140pp	iSSON_1240		0.0
P_SSON_1862	R_PGPP141	iSSON_1240		0.0
P_SSON_1862	R_PGPP141pp	iSSON_1240		0.0
P_SSON_1862	R_PGPP160	iSSON_1240		0.0
P_SSON_1862	R_PGPP160pp	iSSON_1240		0.0
P_SSON_1862	R_PGPP161	iSSON_1240		0.0
P_SSON_1862	R_PGPP161pp	iSSON_1240		0.0
P_SSON_1862	R_PGPP180	iSSON_1240		0.0
P_SSON_1862	R_PGPP180pp	iSSON_1240		0.0
P_SSON_1862	R_PGPP181	iSSON_1240		0.0
P_SSON_1862	R_PGPP181pp	iSSON_1240		0.0
P_SSON_1862	R_UDCPDP	iSSON_1240		0.0
P_SSON_1863	R_GTPCII2	iSSON_1240		0.0
P_SSON_1864	R_ACONTa	iSSON_1240		0.0
P_SSON_1864	R_ACONTb	iSSON_1240		0.0
P_SSON_1879+SSON_1880	R_ANS	iSSON_1240		0.0
P_SSON_1880	R_ANPRT	iSSON_1240		0.0
P_SSON_1881	R_IGPS	iSSON_1240		0.0
P_SSON_1881	R_PRAIi	iSSON_1240		0.0
P_SSON_1882+SSON_1883	R_TRPS1	iSSON_1240		0.0
P_SSON_1882+SSON_1883	R_TRPS2	iSSON_1240		0.0
P_SSON_1882+SSON_1883	R_TRPS3	iSSON_1240		0.0
P_SSON_1914+SSON_2211+SSON_3148+SSON_3149	R_FE3DHBZStonex	iSSON_1240		0.0
P_SSON_1914+SSON_2211+SSON_3148+SSON_3149	R_SALCHS4FEtonex	iSSON_1240		0.0
P_SSON_1914+SSON_3148+SSON_3149+SSON_4463	R_FE3DCITtonex	iSSON_1240		0.0
P_SSON_1914+SSON_3148+SSON_3149+fiu	R_FE3DHBZStonex	iSSON_1240		0.0
P_SSON_1930	R_Kt2pp	iSSON_1240		0.0
P_SSON_1931	R_CLPNS120pp	iSSON_1240		0.0
P_SSON_1931	R_CLPNS140pp	iSSON_1240		0.0
P_SSON_1931	R_CLPNS141pp	iSSON_1240		0.0
P_SSON_1931	R_CLPNS160pp	iSSON_1240		0.0
P_SSON_1931	R_CLPNS161pp	iSSON_1240		0.0
P_SSON_1931	R_CLPNS180pp	iSSON_1240		0.0
P_SSON_1931	R_CLPNS181pp	iSSON_1240		0.0
P_SSON_1933+SSON_1934+SSON_1935+SSON_1936+SSON_1937	R_4PEPTabcpp	iSSON_1240		0.0
P_SSON_1939	R_ACALD	iSSON_1240		0.0
P_SSON_1939	R_ALCD2x	iSSON_1240		0.0
P_SSON_1939	R_CHOLD	iSSON_1240		0.0
P_SSON_1941	R_DURIK1	iSSON_1240		0.0
P_SSON_1941	R_TMDK1	iSSON_1240		0.0
P_SSON_1943	R_GALUi	iSSON_1240		0.0
P_SSON_1947	R_FTHFD	iSSON_1240		0.0
P_SSON_1949+SSON_1950+SSON_1951+SSON_1952	R_NO3R1pp	iSSON_1240		0.0
P_SSON_1949+SSON_1950+SSON_1951+SSON_1952	R_NO3R2pp	iSSON_1240		0.0
P_SSON_1953	R_NO2t2rpp	iSSON_1240		0.0
P_SSON_1953	R_NO3t7pp	iSSON_1240		0.0
P_SSON_1961	R_CA2t3pp	iSSON_1240		0.0
P_SSON_1961	R_Kt3pp	iSSON_1240		0.0
P_SSON_1961	R_NAt3pp	iSSON_1240		0.0
P_SSON_1968	R_GLUTRR	iSSON_1240		0.0
P_SSON_1970	R_CDPMEK	iSSON_1240		0.0
P_SSON_1971	R_PRPPS	iSSON_1240	WP_014949014.1	602.0
P_SSON_1972	R_SO4t2pp	iSSON_1240		0.0
P_SSON_1983	R_AAMYL	iSSON_1240		0.0
P_SSON_2047	R_AMPN	iSSON_1240		0.0
P_SSON_2054	R_ADOCBIK	iSSON_1240		0.0
P_SSON_2057	R_12PPDt	iSSON_1240		0.0
P_SSON_2060+SSON_2061+SSON_2062	R_GLYCDH	iSSON_1240		0.0
P_SSON_2060+SSON_2061+SSON_2062	R_PPDD	iSSON_1240		0.0
P_SSON_2071	R_MMSAD2	iSSON_1240		0.0
P_SSON_2072	R_ALCD3ir	iSSON_1240		0.0
P_SSON_2072	R_ALR3	iSSON_1240		0.0
P_SSON_2080	R_MDDCP1pp	iSSON_1240		0.0
P_SSON_2080	R_MDDCP2pp	iSSON_1240		0.0
P_SSON_2080	R_MDDCP3pp	iSSON_1240		0.0
